101 Bid Price,Bid Volume,Ask Price,Ask Volume
166 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.57,318.31279162,2360.58,71.0
2360.56,734.0,2360.59,138.0
2360.55,765.0,2360.6,233.0
2360.54,841.0,2360.61,293.0
2360.53,779.0,2360.62,371.0
2360.52,837.0,2360.63,442.0
2360.51,798.0,2360.64,553.0
2360.5,876.5913885699999,2360.65,555.0
2360.49,853.0,2360.66,651.69269846
2360.48,860.0,2360.67,657.0
167 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.57,20.312791619999985,2360.58,105.0
2360.56,734.0,2360.59,175.0
2360.55,765.0,2360.6,282.0
2360.54,841.0,2360.61,331.0
2360.53,781.0,2360.62,408.0
2360.52,845.0,2360.63,477.0
2360.51,803.0,2360.64,592.0
2360.5,885.5913885699999,2360.65,592.0
2360.49,863.0,2360.66,677.69269846
2360.48,873.0,2360.67,676.0
168 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.56,467.31279162,2360.57,29.0
2360.55,765.0,2360.58,142.0
2360.54,841.0,2360.59,207.0
2360.53,781.0,2360.6,308.0
2360.52,846.0,2360.61,367.0
2360.51,807.0,2360.62,443.0
2360.5,891.5913885699999,2360.63,515.0
2360.49,870.0,2360.64,623.0
2360.48,883.0,2360.65,628.0
2360.47,881.0,2360.66,707.69269846
169 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.56,178.31279161999998,2360.57,57.0
2360.55,765.0,2360.58,174.0
2360.54,841.0,2360.59,246.0
2360.53,782.0,2360.6,354.0
2360.52,847.0,2360.61,409.0
2360.51,814.0,2360.62,482.0
2360.5,899.5913885699999,2360.63,548.0
2360.49,874.0,2360.64,656.0
2360.48,895.0,2360.65,657.0
2360.47,889.0,2360.66,736.69269846
170 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.55,649.31279162,2360.56,27.0
2360.54,841.0,2360.57,91.0
2360.53,782.0,2360.58,224.0
2360.52,849.0,2360.59,287.0
2360.51,820.0,2360.6,391.0
2360.5,908.5913885699999,2360.61,457.0
2360.49,877.0,2360.62,518.0
2360.48,903.0,2360.63,582.0
2360.47,902.0,2360.64,683.0
2360.46,906.0,2360.65,687.0
171 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.55,334.31279162,2360.56,59.0
2360.54,841.0,2360.57,130.0
2360.53,782.0,2360.58,266.0
2360.52,850.0,2360.59,323.0
2360.51,820.0,2360.6,432.0
2360.5,912.5913885699999,2360.61,504.0
2360.49,883.0,2360.62,554.0
2360.48,914.0,2360.63,608.0
2360.47,908.0,2360.64,714.0
2360.46,913.0,2360.65,714.0
172 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.55,0.3127916199999845,2360.56,90.0
2360.54,841.0,2360.57,158.0
2360.53,782.0,2360.58,307.0
2360.52,850.0,2360.59,363.0
2360.51,822.0,2360.6,471.0
2360.5,914.5913885699999,2360.61,540.0
2360.49,891.0,2360.62,584.0
2360.48,924.0,2360.63,636.0
2360.47,921.0,2360.64,736.0
2360.46,922.0,2360.65,752.0
173 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.54,539.31279162,2360.55,32.0
2360.53,782.0,2360.56,122.0
2360.52,851.0,2360.57,199.0
2360.51,826.0,2360.58,339.0
2360.5,918.5913885699999,2360.59,404.0
2360.49,893.0,2360.6,506.0
2360.48,929.0,2360.61,577.0
2360.47,926.0,2360.62,616.0
2360.46,937.0,2360.63,664.0
2360.45,922.0,2360.64,762.0
174 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.54,173.31279161999998,2360.55,68.0
2360.53,782.0,2360.56,152.0
2360.52,851.0,2360.57,235.0
2360.51,826.0,2360.58,375.0
2360.5,919.5913885699999,2360.59,439.0
2360.49,901.0,2360.6,540.0
2360.48,934.0,2360.61,603.0
2360.47,938.0,2360.62,640.0
2360.46,944.0,2360.63,694.0
2360.45,938.0,2360.64,788.0
175 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.53,664.31279162,2360.54,31.0
2360.52,851.0,2360.55,105.0
2360.51,827.0,2360.56,189.0
2360.5,921.5913885699999,2360.57,266.0
2360.49,905.0,2360.58,414.0
2360.48,942.0,2360.59,480.0
2360.47,947.0,2360.6,581.0
2360.46,959.0,2360.61,630.0
2360.45,952.0,2360.62,670.0
2360.44,932.0,2360.63,738.0
176 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.53,341.31279162,2360.54,58.0
2360.52,851.0,2360.55,145.0
2360.51,827.0,2360.56,237.0
2360.5,921.5913885699999,2360.57,315.0
2360.49,908.0,2360.58,444.0
2360.48,949.0,2360.59,519.0
2360.47,957.0,2360.6,624.0
2360.46,974.0,2360.61,662.0
2360.45,961.0,2360.62,700.0
2360.44,942.0,2360.63,777.0
177 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.53,1.3127916199999845,2360.54,86.0
2360.52,851.0,2360.55,182.0
2360.51,827.0,2360.56,278.0
2360.5,921.5913885699999,2360.57,350.0
2360.49,910.0,2360.58,471.0
2360.48,956.0,2360.59,553.0
2360.47,964.0,2360.6,660.0
2360.46,982.0,2360.61,692.0
2360.45,970.0,2360.62,723.0
2360.44,957.0,2360.63,801.0
178 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.52,540.31279162,2360.53,27.0
2360.51,828.0,2360.54,129.0
2360.5,921.5913885699999,2360.55,220.0
2360.49,912.0,2360.56,311.0
2360.48,959.0,2360.57,394.0
2360.47,975.0,2360.58,498.0
2360.46,991.0,2360.59,598.0
2360.45,980.0,2360.6,695.0
2360.44,966.0,2360.61,724.0
2360.43,992.0,2360.62,751.0
179 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.52,230.31279161999998,2360.53,58.0
2360.51,828.0,2360.54,162.0
2360.5,921.5913885699999,2360.55,262.0
2360.49,912.0,2360.56,347.0
2360.48,959.0,2360.57,423.0
2360.47,979.0,2360.58,535.0
2360.46,994.0,2360.59,629.0
2360.45,989.0,2360.6,728.0
2360.44,975.0,2360.61,753.0
2360.43,1007.0,2360.62,780.0
180 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.51,772.31279162,2360.52,25.0
2360.5,921.5913885699999,2360.53,88.0
2360.49,912.0,2360.54,194.0
2360.48,960.0,2360.55,303.0
2360.47,983.0,2360.56,393.0
2360.46,996.0,2360.57,468.0
2360.45,996.0,2360.58,567.0
2360.44,983.0,2360.59,655.0
2360.43,1021.0,2360.6,765.0
2360.42,1079.0,2360.61,792.0
181 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.51,446.31279162,2360.52,59.0
2360.5,921.5913885699999,2360.53,125.0
2360.49,912.0,2360.54,236.0
2360.48,960.0,2360.55,339.0
2360.47,985.0,2360.56,433.0
2360.46,998.0,2360.57,502.0
2360.45,1004.0,2360.58,600.0
2360.44,992.0,2360.59,681.0
2360.43,1029.0,2360.6,793.0
2360.42,1087.0,2360.61,814.0
182 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.51,123.31279161999998,2360.52,94.0
2360.5,921.5913885699999,2360.53,164.0
2360.49,912.0,2360.54,275.0
2360.48,961.0,2360.55,377.0
2360.47,986.0,2360.56,470.0
2360.46,1003.0,2360.57,546.0
2360.45,1009.0,2360.58,635.0
2360.44,1000.0,2360.59,713.0
2360.43,1043.0,2360.6,822.0
2360.42,1101.0,2360.61,839.0
183 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.5,744.9041801899999,2360.51,28.0
2360.49,912.0,2360.52,125.0
2360.48,963.0,2360.53,205.0
2360.47,986.0,2360.54,317.0
2360.46,1009.0,2360.55,425.0
2360.45,1016.0,2360.56,506.0
2360.44,1009.0,2360.57,592.0
2360.43,1049.0,2360.58,670.0
2360.42,1113.0,2360.59,739.0
2360.41,1094.0,2360.6,847.0
184 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.5,404.9041801899999,2360.51,72.0
2360.49,912.0,2360.52,160.0
2360.48,963.0,2360.53,253.0
2360.47,986.0,2360.54,358.0
2360.46,1009.0,2360.55,465.0
2360.45,1022.0,2360.56,527.0
2360.44,1015.0,2360.57,621.0
2360.43,1060.0,2360.58,703.0
2360.42,1124.0,2360.59,770.0
2360.41,1104.0,2360.6,883.0
185 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.5,91.90418018999992,2360.51,107.0
2360.49,912.0,2360.52,191.0
2360.48,963.0,2360.53,288.0
2360.47,986.0,2360.54,405.0
2360.46,1010.0,2360.55,492.0
2360.45,1025.0,2360.56,573.0
2360.44,1025.0,2360.57,654.0
2360.43,1069.0,2360.58,736.0
2360.42,1137.0,2360.59,795.0
2360.41,1116.0,2360.6,918.0
186 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.49,721.9041801899999,2360.5,31.0
2360.48,963.0,2360.51,141.0
2360.47,987.0,2360.52,235.0
2360.46,1011.0,2360.53,333.0
2360.45,1028.0,2360.54,443.0
2360.44,1028.0,2360.55,540.0
2360.43,1072.0,2360.56,596.0
2360.42,1149.0,2360.57,693.0
2360.41,1127.0,2360.58,762.0
2360.4,1130.126105,2360.59,820.0
187 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.49,380.9041801899999,2360.5,68.0
2360.48,963.0,2360.51,191.0
2360.47,987.0,2360.52,267.0
2360.46,1011.0,2360.53,368.0
2360.45,1033.0,2360.54,479.0
2360.44,1031.0,2360.55,575.0
2360.43,1077.0,2360.56,625.0
2360.42,1153.0,2360.57,727.0
2360.41,1137.0,2360.58,793.0
2360.4,1140.126105,2360.59,834.0
188 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.49,52.90418018999992,2360.5,96.0
2360.48,963.0,2360.51,228.0
2360.47,987.0,2360.52,303.0
2360.46,1011.0,2360.53,414.0
2360.45,1035.0,2360.54,512.0
2360.44,1034.0,2360.55,612.0
2360.43,1085.0,2360.56,658.0
2360.42,1157.0,2360.57,761.0
2360.41,1150.0,2360.58,820.0
2360.4,1153.126105,2360.59,864.0
189 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.48,732.9041801899999,2360.49,25.0
2360.47,987.0,2360.5,124.0
2360.46,1011.0,2360.51,265.0
2360.45,1037.0,2360.52,343.0
2360.44,1039.0,2360.53,449.0
2360.43,1095.0,2360.54,555.0
2360.42,1164.0,2360.55,650.0
2360.41,1162.0,2360.56,689.0
2360.4,1165.126105,2360.57,789.0
2360.39,1146.0,2360.58,859.0
190 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.48,377.9041801899999,2360.49,60.0
2360.47,987.0,2360.5,155.0
2360.46,1011.0,2360.51,299.0
2360.45,1037.0,2360.52,383.0
2360.44,1040.0,2360.53,485.0
2360.43,1100.0,2360.54,588.0
2360.42,1168.0,2360.55,677.0
2360.41,1167.0,2360.56,716.0
2360.4,1174.126105,2360.57,810.0
2360.39,1158.0,2360.58,886.0
191 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.48,73.90418018999992,2360.49,90.0
2360.47,987.0,2360.5,193.0
2360.46,1011.0,2360.51,331.0
2360.45,1037.0,2360.52,429.0
2360.44,1044.0,2360.53,517.0
2360.43,1102.0,2360.54,628.0
2360.42,1172.0,2360.55,717.0
2360.41,1177.0,2360.56,744.0
2360.4,1181.126105,2360.57,849.0
2360.39,1172.0,2360.58,917.0
192 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.47,780.9041801899999,2360.48,38.0
2360.46,1011.0,2360.49,122.0
2360.45,1037.0,2360.5,233.0
2360.44,1046.0,2360.51,373.0
2360.43,1106.0,2360.52,463.0
2360.42,1182.0,2360.53,554.0
2360.41,1183.0,2360.54,675.0
2360.4,1195.126105,2360.55,755.0
2360.39,1182.0,2360.56,784.0
2360.38,1155.0,2360.57,878.0
193 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.47,456.9041801899999,2360.48,77.0
2360.46,1011.0,2360.49,169.0
2360.45,1037.0,2360.5,270.0
2360.44,1047.0,2360.51,403.0
2360.43,1108.0,2360.52,490.0
2360.42,1183.0,2360.53,601.0
2360.41,1187.0,2360.54,700.0
2360.4,1202.126105,2360.55,787.0
2360.39,1190.0,2360.56,822.0
2360.38,1166.0,2360.57,902.0
194 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.47,120.90418018999992,2360.48,105.0
2360.46,1011.0,2360.49,203.0
2360.45,1037.0,2360.5,303.0
2360.44,1047.0,2360.51,432.0
2360.43,1109.0,2360.52,530.0
2360.42,1187.0,2360.53,633.0
2360.41,1194.0,2360.54,744.0
2360.4,1210.126105,2360.55,809.0
2360.39,1201.0,2360.56,853.0
2360.38,1184.0,2360.57,928.0
195 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.46,832.9041801899999,2360.47,35.0
2360.45,1037.0,2360.48,136.0
2360.44,1047.0,2360.49,241.0
2360.43,1113.0,2360.5,333.0
2360.42,1189.0,2360.51,486.0
2360.41,1199.0,2360.52,559.0
2360.4,1216.126105,2360.53,667.0
2360.39,1214.0,2360.54,786.0
2360.38,1195.0,2360.55,837.0
2360.37,1240.0,2360.56,880.0
196 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.46,506.9041801899999,2360.47,82.0
2360.45,1037.0,2360.48,169.0
2360.44,1047.0,2360.49,282.0
2360.43,1113.0,2360.5,374.0
2360.42,1190.0,2360.51,527.0
2360.41,1202.0,2360.52,589.0
2360.4,1221.126105,2360.53,695.0
2360.39,1220.0,2360.54,817.0
2360.38,1204.0,2360.55,859.0
2360.37,1253.0,2360.56,915.0
197 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.46,185.90418018999992,2360.47,126.0
2360.45,1037.0,2360.48,192.0
2360.44,1047.0,2360.49,312.0
2360.43,1113.0,2360.5,413.0
2360.42,1191.0,2360.51,564.0
2360.41,1204.0,2360.52,627.0
2360.4,1227.126105,2360.53,723.0
2360.39,1228.0,2360.54,849.0
2360.38,1211.0,2360.55,895.0
2360.37,1264.0,2360.56,934.0
198 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.45,944.9041801899998,2360.46,31.0
2360.44,1047.0,2360.47,152.0
2360.43,1114.0,2360.48,231.0
2360.42,1193.0,2360.49,355.0
2360.41,1211.0,2360.5,450.0
2360.4,1234.126105,2360.51,594.0
2360.39,1236.0,2360.52,659.0
2360.38,1221.0,2360.53,763.0
2360.37,1271.0,2360.54,882.0
2360.36,1311.0,2360.55,916.0
199 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.45,607.9041801899998,2360.46,69.0
2360.44,1047.0,2360.47,185.0
2360.43,1114.0,2360.48,271.0
2360.42,1194.0,2360.49,382.0
2360.41,1213.0,2360.5,482.0
2360.4,1238.126105,2360.51,633.0
2360.39,1240.0,2360.52,679.0
2360.38,1232.0,2360.53,797.0
2360.37,1278.0,2360.54,905.0
2360.36,1324.0,2360.55,939.0
200 Bid Price,Bid Volume,Ask Price,Ask Volume
2360.45,294.9041801899998,2360.46,105.0
2360.44,1047.0,2360.47,231.0
2360.43,1114.0,2360.48,302.0
2360.42,1194.0,2360.49,424.0
2360.41,1214.0,2360.5,527.0
2360.4,1244.126105,2360.51,664.0
2360.39,1242.0,2360.52,713.0
2360.38,1247.0,2360.53,826.0
2360.37,1286.0,2360.54,938.0
2360.36,1332.0,2360.55,969.0
